lagoslakeid,lake_nhdid,lake_reachcode,lake_namegnis,lake_namelagos,lake_county,lake_countyfips,lake_lat_decdeg,lake_lon_decdeg,lake_centroidstate,nhdhr_area_sqkm,nhdhr_fdate,nhdhr_gnisid,lagosus_legacysiteid,lagosus_legacysitelabel,lagosus_legacyprogram,wqp_monitoringlocationidentifier,wqp_monitoringlocationname,wqp_providername,nhdplusv2_comid,nhdplusv2_reachcode,nhdplusv2_area_sqkm,lagosne_lagoslakeid,lagosne_legacysiteid,nla2007_siteid,nla2012_siteid,nhdplusv2_lakes_n,lagosne_lakes_n,wqp_sites_n,lagosus_legacyids_n
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414237084391306,"LAKE DIANE NEAR AUSTIN, MI S.B. (MID-DEPTH)",NWIS,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385001,"LAKE DIANE NEAR AUSTIN, MI NORTH BASIN",NWIS,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385001,"LAKE DIANE NEAR AUSTIN, MI NORTH BASIN",NWIS,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385002,"LAKE DIANE NEAR AUSTIN, MI N.B. (3FT AB LK BOT)",NWIS,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385002,"LAKE DIANE NEAR AUSTIN, MI N.B. (3FT AB LK BOT)",NWIS,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385003,"LAKE DIANE NEAR AUSTIN, MI N.B. (PHOTIC ZONE)",NWIS,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385003,"LAKE DIANE NEAR AUSTIN, MI N.B. (PHOTIC ZONE)",NWIS,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385005,"LAKE DIANE NEAR AUSTIN, MI N.B. (3 FT BL LK SURF)",NWIS,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385005,"LAKE DIANE NEAR AUSTIN, MI N.B. (3 FT BL LK SURF)",NWIS,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385006,"LAKE DIANE NEAR AUSTIN, MI N.B. (MID-DEPTH)",NWIS,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,USGS-414327084385006,"LAKE DIANE NEAR AUSTIN, MI N.B. (MID-DEPTH)",NWIS,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,21MICH_WQX-300173,"LAKE DIANE SOUTH BASIN; AMBOY TOWNSHIP, SECTION 4",STORET,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,21MICH_WQX-300173,"LAKE DIANE SOUTH BASIN; AMBOY TOWNSHIP, SECTION 4",STORET,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,21MICH_WQX-300174,"LAKE DIANE NORTH BASIN; AMBOY TOWNSHIP, SECTION 34",STORET,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,21MICH_WQX-300174,"LAKE DIANE NORTH BASIN; AMBOY TOWNSHIP, SECTION 34",STORET,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,21MICH-300173,"LAKE DIANE IN SOUTH BASIN; AMBOY TOWNSHIP, SEC. 4",STORET,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,21MICH-300173,"LAKE DIANE IN SOUTH BASIN; AMBOY TOWNSHIP, SEC. 4",STORET,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,21MICH-300174,"LAKE DIANE IN NORTH BASIN; AMBOY TOWNSHIP, SEC.34",STORET,15676327,4.1E+12,0.48,528,4.14E+12,NA,NA,2,1,14,5
528,150994186,4.1E+12,NA,Lake Diane,Hillsdale,26059,41.71101779,-84.65101159,MI,1.06,2006-09-17T04:00:00Z,,300173,STORETID,MI_MICORPS,21MICH-300174,"LAKE DIANE IN NORTH BASIN; AMBOY TOWNSHIP, SEC.34",STORET,15676335,4.1E+12,0.632,528,4.14E+12,NA,NA,2,1,14,5
530,69884644,7.05E+12,Big Lake,Big Lake,Vilas,55125,46.15477393,-89.76971084,WI,3.35,2003-02-07T05:00:00Z,1578776,NA,NA,NA,NALMS-6196,Big,STORET,13343454,7.05E+12,3.257,530,2334700,NA,NA,1,1,5,0
530,69884644,7.05E+12,Big Lake,Big Lake,Vilas,55125,46.15477393,-89.76971084,WI,3.35,2003-02-07T05:00:00Z,1578776,NA,NA,NA,WIDNR_WQX-10006427,BIG LAKE - BIG LAKE,STORET,13343454,7.05E+12,3.257,530,2334700,NA,NA,1,1,5,0
530,69884644,7.05E+12,Big Lake,Big Lake,Vilas,55125,46.15477393,-89.76971084,WI,3.35,2003-02-07T05:00:00Z,1578776,NA,NA,NA,WIDNR_WQX-10018692,Big Lake -- Access at Big Lake Campground,STORET,13343454,7.05E+12,3.257,530,2334700,NA,NA,1,1,5,0
530,69884644,7.05E+12,Big Lake,Big Lake,Vilas,55125,46.15477393,-89.76971084,WI,3.35,2003-02-07T05:00:00Z,1578776,NA,NA,NA,WIDNR_WQX-10018839,Big Lake -- Hwy K Access,STORET,13343454,7.05E+12,3.257,530,2334700,NA,NA,1,1,5,0
530,69884644,7.05E+12,Big Lake,Big Lake,Vilas,55125,46.15477393,-89.76971084,WI,3.35,2003-02-07T05:00:00Z,1578776,NA,NA,NA,WIDNR_WQX-643225,BIG LAKE (T42 R06 S04) - DEEP HOLE,STORET,13343454,7.05E+12,3.257,530,2334700,NA,NA,1,1,5,0
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,USGS-451240092500001,"BIG MARINE LAKE EAST BAY, NR FOREST LAKE, MN",NWIS,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,USGS-451240092500002,"BIG MARINE LAKE SOUTH BAY, NR FOREST LAKE, MN",NWIS,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,USGS-451240092500003,"BIG MARINE LAKE NORTH BAY, NR FOREST LAKE, MN",NWIS,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,USGS-451240092500005,031N20W05CDD   01 Outlet B Marine@CoRd 4,NWIS,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,USGS-451244092524301,"BIG MARINE LAKE, W. SIDE",NWIS,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,USGS-451323092524101,"BIG MARINE LAKE, W. SIDE, SITE 2 NR FOREST LAKE,MN",NWIS,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,METC_WQX-82005202-01,Jellums Lake - Northern End,STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,METC_WQX-82005202-02,Jellums Lake - Middle (VERN),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,METC_WQX-82005204-01,Deepest point of Big Marine Lake,STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,METC_WQX-82005204-02,East bay of Big Marine Lake,STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-02-451,JELLUMS,STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-100,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-101,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-103,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-201,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-202,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-203,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-204,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-205,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-206,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-207,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-208,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-209,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-210,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-211,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-212,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-213,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-214,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,MNPCA-82-0052-04-301,BIG MARINE (MAIN LAKE),STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
531,120020354,7.03001E+12,Big Marine Lake,Big Marine Lake,Washington,27163,45.21900086,-92.86692854,MN,6.763,2004-03-16T05:00:00Z,640103,NA,NA,NA,NALMS-3471,Big Marine,STORET,2647268,7.03001E+12,5.586,531,82-0052-04-204,NA,NA,1,1,30,11
532,80006819,7.0101E+12,Davis Lake,Davis Lake; DAVIS (MAIN BASIN),Aitkin,27001,46.64581774,-93.36603916,MN,0.319,2003-04-14T04:00:00Z,642652,NA,NA,NA,MNPCA-01-0071-01-101,DAVIS (MAIN BASIN),STORET,4840080,7.0101E+12,5.412,532,01-0071-01-202,NA,NA,1,1,3,3
532,80006819,7.0101E+12,Davis Lake,Davis Lake; DAVIS (MAIN BASIN),Aitkin,27001,46.64581774,-93.36603916,MN,0.319,2003-04-14T04:00:00Z,642652,NA,NA,NA,MNPCA-01-0071-01-201,DAVIS (MAIN BASIN),STORET,4840080,7.0101E+12,5.412,532,01-0071-01-202,NA,NA,1,1,3,3
532,80006819,7.0101E+12,Davis Lake,Davis Lake; DAVIS (MAIN BASIN),Aitkin,27001,46.64581774,-93.36603916,MN,0.319,2003-04-14T04:00:00Z,642652,NA,NA,NA,MNPCA-01-0071-01-202,DAVIS (MAIN BASIN),STORET,4840080,7.0101E+12,5.412,532,01-0071-01-202,NA,NA,1,1,3,3
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,METC_WQX-70005400-01,Deepest point of Spring Lake,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,METC_WQX-70005400-02,Center of Spring Lake,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,METC_WQX-70005400-03,Western End of Spring Lake,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-100,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-101,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-102,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-103,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-104,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-106,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-201,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-202,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-203,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-204,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,MNPCA-70-0054-00-205,SPRING,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
533,91597267,7.02001E+12,Spring Lake,Spring Lake,Scott,27139,44.69964925,-93.48164507,MN,2.377,2003-07-28T04:00:00Z,652455,NA,NA,NA,NALMS-4304,Spring,STORET,2385496,7.02001E+12,2.329,533,70-0054-00-201,NA,NA,1,1,15,6
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,MNDA_PESTICIDE-61-0111-00-201,Pelican,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,MNPCA-61-0111-00-100,PELICAN,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,MNPCA-61-0111-00-103,PELICAN,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,MNPCA-61-0111-00-201,PELICAN,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,MNPCA-61-0111-00-202,PELICAN,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,MNPCA-61-0111-00-203,PELICAN,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,MNPCA-61-0111-00-204,PELICAN,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,MNPCA-61-0111-00-205,PELICAN,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
537,120018725,7.02001E+12,Pelican Lake,Pelican Lake,Pope,27121,45.64800438,-95.45094344,MN,2.067,2004-03-16T05:00:00Z,649233,NA,NA,NA,NALMS-4111,Pelican,STORET,4413500,7.02001E+12,2.009,537,61-0111-00-205,NA,NA,1,1,9,7
542,120018642,9.0201E+12,West Battle Lake,West Battle Lake,Otter Tail,27111,46.29014169,-95.68422296,MN,22.318,2004-03-16T05:00:00Z,653928,NA,NA,NA,USGS-461805095403000,"WEST BATTLE LAKE NEAR BATTLE LAKE, MN",NWIS,6658833,9.0201E+12,22.17,542,56-0239-00-202,NA,NA,1,1,10,7
542,120018642,9.0201E+12,West Battle Lake,West Battle Lake,Otter Tail,27111,46.29014169,-95.68422296,MN,22.318,2004-03-16T05:00:00Z,653928,NA,NA,NA,MNPCA-56-0239-00-100,WEST BATTLE,STORET,6658833,9.0201E+12,22.17,542,56-0239-00-202,NA,NA,1,1,10,7
542,120018642,9.0201E+12,West Battle Lake,West Battle Lake,Otter Tail,27111,46.29014169,-95.68422296,MN,22.318,2004-03-16T05:00:00Z,653928,NA,NA,NA,MNPCA-56-0239-00-101,WEST BATTLE,STORET,6658833,9.0201E+12,22.17,542,56-0239-00-202,NA,NA,1,1,10,7
